date,sku,historical_demand,forecasted_demand
2022-03-13,SKU0028,585,504
2022-12-01,SKU0029,817,717
2024-01-09,SKU0023,931,833
2024-05-24,SKU0008,1292,1257
2021-06-14,SKU0020,796,1009
2021-07-08,SKU0027,1018,1003
2024-07-27,SKU0008,1012,843
2023-04-02,SKU0022,972,1264
2023-08-28,SKU0021,632,497
2024-08-22,SKU0029,345,323
2023-09-22,SKU0028,723,789
2024-03-12,SKU0023,900,1142
2023-12-05,SKU0006,1101,1304
2019-11-08,SKU0003,1388,1224
2022-02-01,SKU0005,1037,1037
2019-12-05,SKU0009,135,292
2019-12-25,SKU0007,1327,1175
2022-03-18,SKU0028,396,470
2021-02-06,SKU0004,791,1029
2024-09-20,SKU0007,78,45
2019-07-21,SKU0005,704,766
2023-08-20,SKU0011,981,913
2020-04-08,SKU0029,1441,1735
2020-03-24,SKU0015,1265,1362
2021-07-01,SKU0002,1074,1217
2021-03-08,SKU0013,743,718
2021-03-04,SKU0022,383,671
2020-03-12,SKU0016,374,564
2024-03-31,SKU0007,205,15
2023-11-09,SKU0008,488,488
2020-06-14,SKU0006,1404,1636
2020-07-18,SKU0024,880,1093
2023-06-09,SKU0007,1334,1430
2022-07-20,SKU0018,1398,1200
2019-08-01,SKU0030,631,644
2021-08-06,SKU0022,591,686
2022-02-01,SKU0025,1065,1171
2019-07-11,SKU0028,532,799
2022-11-04,SKU0022,521,352
2024-06-13,SKU0020,824,671
2022-01-09,SKU0007,1176,1302
2020-12-05,SKU0003,1335,1386
2020-07-02,SKU0005,1317,1315
2024-02-05,SKU0001,597,800
2019-06-03,SKU0015,112,0
2023-07-24,SKU0026,1135,1043
2020-07-24,SKU0003,1198,1288
2023-11-20,SKU0008,1325,1232
2021-03-15,SKU0025,733,940
2021-03-09,SKU0009,1244,1083
2020-09-02,SKU0015,1194,1454
2023-12-12,SKU0010,317,168
2019-05-23,SKU0002,995,906
2019-09-29,SKU0020,212,306
2023-04-05,SKU0005,252,119
2024-09-24,SKU0019,123,111
2024-11-12,SKU0013,1236,1367
2024-10-12,SKU0011,623,631
2020-04-03,SKU0001,1108,972
2023-10-05,SKU0022,1088,949
2022-12-03,SKU0030,1341,1605
2020-05-20,SKU0015,1369,1426
2023-09-06,SKU0026,1266,1199
2022-01-01,SKU0018,897,1188
2019-03-25,SKU0016,1160,1081
2019-02-28,SKU0009,246,376
2021-11-10,SKU0001,440,410
2023-01-21,SKU0011,44,53
2022-09-14,SKU0009,657,752
2023-05-16,SKU0023,879,767
2020-07-29,SKU0011,1016,982
2020-11-10,SKU0013,553,380
2019-07-22,SKU0026,808,845
2022-02-03,SKU0002,970,1105
2019-11-14,SKU0014,1112,974
2022-04-20,SKU0006,729,976
2023-06-27,SKU0008,1020,1074
2023-12-02,SKU0018,953,1148
2020-02-10,SKU0016,1251,1091
2020-11-09,SKU0021,1314,1613
2022-06-24,SKU0029,1445,1273
2024-03-04,SKU0012,1090,1168
2023-03-28,SKU0011,1274,1542
2023-07-02,SKU0006,1064,943
2022-09-21,SKU0003,98,0
2022-12-16,SKU0014,1329,1240
2021-04-14,SKU0028,871,1031
2023-07-27,SKU0002,1479,1579
2024-04-14,SKU0011,300,189
2019-10-08,SKU0022,1222,1250
2023-12-19,SKU0003,487,436
2021-07-21,SKU0018,1129,1171
2020-08-30,SKU0001,1424,1361
2020-04-27,SKU0030,1004,938
2022-05-31,SKU0024,476,732
2023-11-08,SKU0001,1145,1033
2024-12-04,SKU0012,1100,1393
2019-07-11,SKU0015,1335,1149
2024-07-10,SKU0005,1135,1267
2019-11-03,SKU0027,860,1021
2020-06-15,SKU0006,808,781
2019-05-02,SKU0016,517,406
2020-08-14,SKU0027,1220,1232
2023-01-15,SKU0012,1121,1263
2019-02-28,SKU0012,458,318
2023-04-23,SKU0003,229,392
2022-02-14,SKU0030,1191,1210
2023-12-16,SKU0023,7,0
2023-12-11,SKU0002,1195,1301
2020-02-03,SKU0007,1383,1348
2021-07-30,SKU0002,194,5
2020-06-11,SKU0021,1292,1307
2023-11-10,SKU0007,1042,918
2022-11-22,SKU0011,353,384
2023-07-28,SKU0011,1072,983
2023-03-31,SKU0014,463,328
2020-03-11,SKU0003,355,336
2021-04-19,SKU0014,849,1071
2019-12-26,SKU0011,973,976
2022-02-26,SKU0004,1181,1403
2021-05-13,SKU0017,65,235
2023-07-09,SKU0016,858,863
2023-09-29,SKU0003,570,655
2022-05-30,SKU0025,307,211
2021-07-04,SKU0010,1360,1401
2023-12-04,SKU0021,782,816
2024-12-22,SKU0015,120,95
2020-01-21,SKU0008,765,775
2022-08-19,SKU0018,1427,1257
2023-12-11,SKU0003,772,806
2023-05-05,SKU0007,95,136
2022-04-27,SKU0030,1137,1427
2023-03-30,SKU0010,986,938
2020-01-24,SKU0020,1452,1447
2020-12-04,SKU0009,539,836
2023-10-05,SKU0014,1,235
2021-05-13,SKU0023,1235,1303
2021-11-25,SKU0014,579,862
2019-03-20,SKU0011,332,578
2022-07-22,SKU0028,1047,1230
2022-07-25,SKU0001,1391,1360
2020-11-04,SKU0004,741,978
2019-07-23,SKU0026,505,661
2021-09-11,SKU0027,999,1121
2024-05-29,SKU0006,1199,1334
2019-01-17,SKU0022,1452,1725
2020-04-20,SKU0026,732,763
2021-10-13,SKU0022,1465,1448
2019-07-29,SKU0005,513,671
2020-05-13,SKU0003,894,968
2020-03-04,SKU0002,360,589
2022-08-22,SKU0003,273,471
2024-10-06,SKU0009,176,7
2023-04-03,SKU0019,1287,1263
2022-05-16,SKU0019,1209,1413
2023-03-15,SKU0017,526,390
2024-02-11,SKU0018,912,909
2024-02-20,SKU0011,278,104
2021-06-17,SKU0012,705,655
2022-01-11,SKU0003,1221,1323
2021-12-03,SKU0018,1372,1650
2023-02-15,SKU0024,1444,1511
2023-07-26,SKU0006,1328,1212
2020-05-07,SKU0007,63,362
2020-08-27,SKU0001,289,154
2021-08-05,SKU0006,17,0
2019-10-21,SKU0018,63,255
2022-03-17,SKU0013,329,532
2024-07-11,SKU0022,762,927
2019-06-21,SKU0019,1040,921
2023-05-06,SKU0007,442,622
2020-06-14,SKU0019,140,258
2022-02-17,SKU0009,1331,1600
2024-02-03,SKU0003,443,570
2023-10-27,SKU0023,495,392
2024-10-14,SKU0012,425,297
2024-12-28,SKU0020,1498,1624
2019-07-08,SKU0024,1268,1097
2019-06-07,SKU0030,449,373
2024-05-24,SKU0018,350,359
2019-09-03,SKU0008,598,872
2021-04-29,SKU0009,710,781
2023-12-16,SKU0013,869,881
2021-12-30,SKU0008,1184,1116
2022-08-29,SKU0022,1163,1119
2024-10-27,SKU0010,392,238
2019-06-18,SKU0017,841,997
2023-07-10,SKU0007,400,562
2023-02-18,SKU0017,49,230
2023-12-01,SKU0023,743,564
2020-09-11,SKU0030,1318,1579
2024-12-04,SKU0018,1448,1688
2019-12-23,SKU0024,905,787
2023-08-05,SKU0002,1035,1253
2022-04-26,SKU0003,1358,1629
2022-07-28,SKU0029,990,1023
2023-03-15,SKU0028,1038,897
2023-01-29,SKU0019,27,280
2024-05-17,SKU0001,387,374
2022-09-23,SKU0021,1315,1172
2019-07-18,SKU0021,832,890
2023-11-23,SKU0010,249,210
2021-12-09,SKU0021,97,197
2022-03-11,SKU0014,1360,1465
2023-12-12,SKU0013,1062,863
2023-03-18,SKU0009,1061,1131
2019-01-31,SKU0006,1323,1543
2020-10-21,SKU0006,178,120
2020-06-30,SKU0019,891,878
2022-02-03,SKU0021,1492,1643
2024-11-14,SKU0010,1305,1445
2020-01-06,SKU0023,749,996
2022-01-28,SKU0003,1187,1451
2023-01-08,SKU0018,452,733
2023-01-31,SKU0021,96,119
2024-10-03,SKU0019,308,605
2022-02-25,SKU0005,261,427
2024-09-10,SKU0025,292,271
2019-04-03,SKU0011,248,70
2022-07-05,SKU0010,244,398
2024-04-09,SKU0017,250,86
2022-05-28,SKU0004,122,28
2023-04-21,SKU0026,324,420
2020-02-20,SKU0021,985,1013
2023-03-25,SKU0018,500,612
2020-11-19,SKU0028,686,582
2023-07-24,SKU0018,1089,1169
2024-08-20,SKU0001,835,744
2023-03-11,SKU0014,58,0
2020-02-23,SKU0008,730,569
2022-02-19,SKU0002,1396,1280
2021-06-29,SKU0019,265,366
2022-09-16,SKU0015,235,222
2023-04-16,SKU0028,897,936
2020-02-16,SKU0002,217,374
2022-06-01,SKU0004,1464,1751
2019-06-02,SKU0030,1429,1582
2022-05-20,SKU0001,974,792
2019-04-02,SKU0019,588,734
2019-11-27,SKU0021,916,1108
2023-07-23,SKU0010,1492,1616
2021-08-12,SKU0001,917,977
2022-06-05,SKU0020,1133,1405
2019-07-13,SKU0022,352,561
2020-06-13,SKU0015,90,292
2022-06-20,SKU0004,1437,1394
2023-01-13,SKU0007,701,984
2020-09-30,SKU0030,72,175
2023-05-30,SKU0007,684,595
2023-05-17,SKU0022,721,664
2020-11-28,SKU0025,1321,1376
2024-08-07,SKU0018,1306,1560
2023-08-29,SKU0013,1221,1038
2020-06-23,SKU0010,957,940
2019-11-26,SKU0024,1055,1259
2020-04-14,SKU0008,647,733
2020-06-17,SKU0027,759,943
2024-05-16,SKU0010,870,800
2020-04-11,SKU0014,1364,1642
2021-01-31,SKU0014,1357,1437
2021-10-02,SKU0027,142,186
2021-06-09,SKU0020,1433,1240
2024-05-09,SKU0022,948,940
2021-08-11,SKU0011,43,160
2022-12-14,SKU0006,31,221
2023-07-31,SKU0021,27,0
2021-04-11,SKU0030,1019,954
2021-04-23,SKU0001,422,240
2022-08-12,SKU0019,490,690
2019-07-03,SKU0007,159,97
2022-07-07,SKU0024,844,1010
2023-08-18,SKU0018,1230,1518
2022-12-03,SKU0003,17,0
2023-12-02,SKU0020,1126,936
2020-09-18,SKU0030,671,956
2024-08-17,SKU0011,231,71
2021-02-21,SKU0005,423,668
2023-02-16,SKU0019,903,816
2023-11-20,SKU0021,754,733
2021-02-13,SKU0024,836,829
2023-10-26,SKU0024,893,888
2024-02-07,SKU0030,238,535
2021-10-03,SKU0002,1357,1504
2020-11-07,SKU0022,148,172
2024-01-05,SKU0004,622,752
2019-07-30,SKU0025,1431,1553
2022-08-29,SKU0010,16,239
2023-06-16,SKU0002,913,973
2022-09-22,SKU0008,225,140
2020-05-04,SKU0001,651,919
2022-11-27,SKU0027,259,208
2019-07-10,SKU0006,673,590
2021-04-22,SKU0011,173,137
2019-12-01,SKU0027,204,255
2023-07-01,SKU0030,414,480
2022-01-15,SKU0028,1176,1019
2020-08-01,SKU0010,1126,1395
2019-03-03,SKU0013,791,1079
2020-01-22,SKU0001,1088,1068
2022-03-15,SKU0002,1140,1016
2020-09-10,SKU0003,1179,1352
2023-08-11,SKU0009,1105,1020
2024-02-21,SKU0005,517,761
2020-05-01,SKU0010,1090,956
2022-07-01,SKU0010,1261,1073
2020-06-24,SKU0012,978,869
2023-03-16,SKU0018,1009,1054
2024-08-22,SKU0026,1349,1415
2019-05-31,SKU0021,589,527
2021-12-09,SKU0021,66,206
2022-05-23,SKU0001,1199,1242
2021-09-17,SKU0003,683,823
2020-01-07,SKU0005,1278,1468
2022-02-10,SKU0025,62,134
2024-10-01,SKU0026,813,916
2022-02-27,SKU0017,402,599
2019-07-12,SKU0008,191,181
2021-12-16,SKU0017,1352,1599
2024-11-14,SKU0009,70,0
2019-07-17,SKU0006,877,1007
2023-05-18,SKU0017,740,744
2023-05-20,SKU0008,945,1193
2020-11-14,SKU0021,1086,1303
2019-11-29,SKU0007,1320,1256
2022-05-28,SKU0007,244,120
2022-11-22,SKU0015,518,701
2022-09-27,SKU0007,392,228
2023-12-27,SKU0022,771,856
2023-01-31,SKU0027,1200,1424
2023-11-07,SKU0008,1227,1455
2024-07-03,SKU0009,910,1194
2022-04-27,SKU0028,1151,1253
2022-02-17,SKU0015,1218,1152
2019-04-15,SKU0002,1217,1158
2021-03-17,SKU0007,183,236
2021-11-30,SKU0015,246,93
2021-06-07,SKU0018,323,377
2019-11-17,SKU0022,159,92
2023-02-09,SKU0018,705,794
2023-04-18,SKU0010,621,628
2023-12-02,SKU0022,924,1222
2023-02-28,SKU0018,65,0
2024-04-02,SKU0001,929,1212
2024-02-09,SKU0007,253,98
2022-11-06,SKU0003,282,524
2023-02-13,SKU0014,1083,952
2024-05-13,SKU0012,117,52
2019-01-05,SKU0014,422,501
2024-09-12,SKU0029,555,421
2022-03-14,SKU0004,35,0
2019-12-14,SKU0013,530,553
2023-11-01,SKU0016,90,0
2019-05-05,SKU0016,1324,1413
2023-12-19,SKU0022,1240,1148
2020-05-12,SKU0005,97,161
2022-03-22,SKU0020,1479,1341
2019-02-22,SKU0025,530,789
2019-05-29,SKU0006,537,602
2020-05-17,SKU0006,1051,988
2021-05-19,SKU0018,1347,1580
2019-08-07,SKU0006,1246,1089
2022-07-24,SKU0007,79,252
2024-10-31,SKU0024,562,793
2021-01-07,SKU0030,1481,1751
2019-10-17,SKU0024,613,674
2019-12-05,SKU0016,175,190
2023-08-21,SKU0009,521,441
2024-02-12,SKU0026,1480,1431
2021-09-13,SKU0027,422,434
2021-08-16,SKU0013,1123,1156
2022-05-15,SKU0012,1426,1576
2022-07-12,SKU0019,575,485
2024-06-29,SKU0026,1403,1644
2020-01-08,SKU0023,530,690
2023-02-20,SKU0023,331,450
2020-06-14,SKU0001,1341,1362
2021-07-12,SKU0008,652,891
2019-01-23,SKU0004,739,764
2024-11-21,SKU0021,1112,1121
2019-08-29,SKU0030,510,705
2021-10-01,SKU0022,41,259
2024-03-11,SKU0019,884,754
2022-03-11,SKU0021,1412,1700
2021-03-24,SKU0026,80,239
2020-10-16,SKU0005,401,289
2021-02-21,SKU0017,106,167
2019-01-08,SKU0003,1134,1382
2023-09-11,SKU0019,1300,1465
2020-07-28,SKU0001,1237,1500
2021-06-30,SKU0029,505,492
2020-06-01,SKU0023,1144,1055
2023-03-22,SKU0001,1157,1408
2020-04-27,SKU0023,719,931
2020-08-01,SKU0020,1394,1615
2020-01-22,SKU0009,256,294
2020-02-16,SKU0023,953,1228
2024-02-09,SKU0005,1203,1258
2022-10-25,SKU0007,932,881
2022-10-08,SKU0025,1071,997
2024-05-21,SKU0026,896,1087
2022-09-21,SKU0006,18,136
2021-06-24,SKU0017,1069,1348
2022-08-05,SKU0022,450,730
2021-08-20,SKU0017,897,1093
2021-08-22,SKU0013,1079,1289
2024-12-27,SKU0012,740,941
2024-05-30,SKU0004,1115,1188
2021-11-02,SKU0030,81,213
2020-10-25,SKU0008,736,1005
2021-04-04,SKU0005,78,323
2024-03-02,SKU0005,282,479
2021-09-18,SKU0013,1334,1272
2022-02-06,SKU0026,996,898
2023-10-06,SKU0011,159,200
2021-12-19,SKU0008,1339,1255
2020-03-10,SKU0008,1179,1192
2019-01-21,SKU0001,887,1170
2024-04-09,SKU0013,467,283
2023-01-12,SKU0029,852,830
2022-01-04,SKU0005,461,484
2020-01-25,SKU0028,853,922
2022-09-16,SKU0021,116,405
2020-03-01,SKU0008,363,475
