purchase_order_id,order_date,sku,supplier_id,quantity,promised_delivery_date,actual_delivery_date
PO00754,2024-03-03,SKU0018,S002,14,2024-03-16,2024-03-22
PO00755,2021-11-12,SKU0004,S003,437,2021-11-21,2021-11-27
PO00756,2020-07-28,SKU0027,S003,36,2020-08-10,2020-08-13
PO00757,2024-12-30,SKU0017,S009,169,2025-01-06,2025-01-14
PO00758,2021-09-19,SKU0012,S005,158,2021-09-30,2021-10-03
PO00759,2022-06-02,SKU0022,S005,273,2022-06-07,2022-06-12
PO00760,2020-05-17,SKU0017,S009,239,2020-05-20,2020-05-23
PO00761,2024-06-20,SKU0010,S003,209,2024-06-26,2024-06-24
PO00762,2021-03-31,SKU0022,S005,59,2021-04-11,2021-04-12
PO00763,2024-11-21,SKU0001,S009,76,2024-11-27,2024-12-01
PO00764,2024-05-24,SKU0022,S005,309,2024-05-28,2024-05-27
PO00765,2019-07-17,SKU0026,S008,390,2019-07-29,2019-08-04
PO00766,2023-07-28,SKU0024,S004,67,2023-08-04,2023-08-09
PO00767,2022-04-17,SKU0027,S003,268,2022-04-22,2022-04-27
PO00768,2023-01-11,SKU0018,S002,351,2023-01-25,2023-01-29
PO00769,2023-07-05,SKU0018,S002,335,2023-07-16,2023-07-17
PO00770,2023-08-20,SKU0014,S007,139,2023-08-26,2023-08-25
PO00771,2022-08-05,SKU0015,S002,224,2022-08-13,2022-08-13
PO00772,2024-07-28,SKU0029,S004,181,2024-08-01,2024-08-10
PO00773,2020-04-22,SKU0012,S005,267,2020-04-30,2020-05-03
PO00774,2022-06-08,SKU0004,S003,111,2022-06-13,2022-06-22
PO00775,2021-07-11,SKU0027,S003,218,2021-07-25,2021-08-03
PO00776,2020-02-24,SKU0003,S010,300,2020-03-09,2020-03-11
PO00777,2022-01-25,SKU0020,S009,363,2022-02-05,2022-02-14
PO00778,2021-08-08,SKU0029,S004,480,2021-08-21,2021-08-26
PO00779,2022-07-01,SKU0012,S005,295,2022-07-05,2022-07-08
PO00780,2024-02-01,SKU0007,S009,125,2024-02-15,2024-02-18
PO00781,2020-05-31,SKU0029,S004,273,2020-06-14,2020-06-12
PO00782,2023-07-17,SKU0011,S007,159,2023-07-28,2023-07-29
PO00783,2024-02-09,SKU0001,S009,309,2024-02-16,2024-02-18
PO00784,2022-02-15,SKU0006,S004,451,2022-02-25,2022-03-06
PO00785,2024-04-16,SKU0015,S002,45,2024-04-20,2024-04-28
PO00786,2021-03-25,SKU0015,S002,462,2021-04-02,2021-04-02
PO00787,2024-03-15,SKU0019,S010,342,2024-03-20,2024-03-26
PO00788,2024-08-24,SKU0011,S007,486,2024-09-07,2024-09-05
PO00789,2024-09-25,SKU0026,S008,296,2024-10-09,2024-10-12
PO00790,2019-05-10,SKU0023,S002,312,2019-05-22,2019-05-25
PO00791,2019-04-05,SKU0026,S008,320,2019-04-12,2019-04-19
PO00792,2024-05-09,SKU0002,S001,217,2024-05-23,2024-05-25
PO00793,2021-03-04,SKU0014,S007,115,2021-03-14,2021-03-23
PO00794,2024-01-09,SKU0002,S001,455,2024-01-21,2024-01-23
PO00795,2024-10-17,SKU0029,S004,167,2024-10-20,2024-10-27
PO00796,2023-08-11,SKU0004,S003,130,2023-08-18,2023-08-20
PO00797,2019-01-11,SKU0017,S009,64,2019-01-16,2019-01-19
PO00798,2024-02-09,SKU0003,S010,409,2024-02-15,2024-02-20
PO00799,2020-12-12,SKU0013,S009,21,2020-12-16,2020-12-15
PO00800,2024-09-01,SKU0009,S005,154,2024-09-12,2024-09-15
